Accession #	IMAGE ID	Stop codon	Gene ID	Symbol	Description
BC146597	100014795	with	20763	Sprr2i	small proline-rich protein 2I
BC148490	100015407	without	20765	Sprr2k	small proline-rich protein 2K
BC156672	100062178	with	20765	Sprr2k	small proline-rich protein 2K
BC152942	100016207	without	66354	Snw1	SNW domain containing 1
BC172643	100069451	with	20271	Scn5a	"sodium channel, voltage-gated, type V, alpha"
BC156117	100062374	without	237831	Slc13a5	"solute carrier family 13 (sodium-dependent citrate transporter), member 5"
BC156915	100062711	with	237831	Slc13a5	"solute carrier family 13 (sodium-dependent citrate transporter), member 5"
BC165946	100066246	with	227659	Slc2a6	"solute carrier family 2 (facilitated glucose transporter), member 6"
BC160193	100063841	with	320718	Slc26a9	"solute carrier family 26, member 9"
BC152750	100015941	without	226781	Slc30a10	"solute carrier family 30, member 10"
BC167254	100068154	with	54403	Slc4a4	"solute carrier family 4 (anion exchanger), member 4"
BC148750	100015785	with	218756	Slc4a7	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
BC146314	100015209	without	218756	Slc4a7	"solute carrier family 4, sodium bicarbonate cotransporter, member 7"
BC160350	100064094	with	241612	Slc5a12	"solute carrier family 5 (sodium/glucose cotransporter), member 12"
BC152901	100016189	without	64452	Slc5a4a	"solute carrier family 5, member 4a"
BC146307	100015220	without	243616	Slc6a11	"solute carrier family 6 (neurotransmitter transporter, GABA), member 11"
BC140320	100014390	without	140918	Slc7a12	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 12"
BC146476	100014992	with	140918	Slc7a12	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 12"
BC148549	100015487	without	328059	Slc7a15	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 15"
BC153137	100016460	with	328059	Slc7a15	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 15"
BC152921	100016216	without	105243	Slc9a3	"solute carrier family 9 (sodium/hydrogen exchanger), member 3"
BC168405	100068374	with	208169	Slc9a10	"solute carrier family 9, member 10"
BC156830	100062527	with	28250	Slco1a4	"solute carrier organic anion transporter family, member 1a4"
BC140315	100014330	without	20605	Sstr1	somatostatin receptor 1
BC140348	100014382	without	20606	Sstr2	somatostatin receptor 2
BC146535	100014956	with	20606	Sstr2	somatostatin receptor 2
BC146288	100015170	without	20662	Sos1	son of sevenless homolog 1 (Drosophila)
BC148799	100015889	with	20662	Sos1	son of sevenless homolog 1 (Drosophila)
BC166027	100066327	with	234214	Sorbs2	sorbin and SH3 domain containing 2
BC172714	100069522	with	20660	Sorl1	"sortilin-related receptor, LDLR class A repeats-containing"
BC167251	100068151	with	66673	Sorcs3	sortilin-related VPS10 domain containing receptor 3
BC156098	100062324	without	76742	Snx27	sorting nexin family member 27
BC156894	100062767	with	76742	Snx27	sorting nexin family member 27
BC172699	100069507	with	20742	Spnb2	spectrin beta 2
BC152865	100016052	without	74673	Spdyb	speedy homolog B (Xenopus laevis)
BC156615	100062049	with	74673	Spdyb	speedy homolog B (Xenopus laevis)
BC146388	100015146	without	20690	Spam1	sperm adhesion molecule 1
BC148808	100015867	with	20690	Spam1	sperm adhesion molecule 1
BC141421	100014748	without	67946	Spata6	spermatogenesis associated 6
BC146567	100014858	with	67946	Spata6	spermatogenesis associated 6
BC152877	100016101	without	224318	Speer2	spermatogenesis associated glutamate (E)-rich protein 2
BC160233	100063881	with	71026	Speer3	spermatogenesis associated glutamate (E)-rich protein 3
BC168410	100068379	with	75657	Speer4a	spermatogenesis associated glutamate (E)-rich protein 4a
BC165959	100066259	with	360220	Speer4d	spermatogenesis associated glutamate (E)-rich protein 4d
BC156813	100062512	with	26972	Spo11	SPO11 meiotic protein covalently bound to DSB homolog (S. cerevisiae)
BC156804	100062546	with	78473	Skap1	src family associated phosphoprotein 1
BC172600	100069408	without	20664	Sox1	SRY-box containing gene 1
BC172706	100069514	with	20664	Sox1	SRY-box containing gene 1
BC148437	100015412	without	20671	Sox17	SRY-box containing gene 17
BC153021	100016271	with	20671	Sox17	SRY-box containing gene 17
BC156193	100061550	without	214105	Sox30	SRY-box containing gene 30
BC167259	100068159	with	20788	Srebf2	sterol regulatory element binding factor 2
BC156610	100062084	with	20892	Stra13	stimulated by retinoic acid 13
BC148645	100015643	without	55948	Sfn	stratifin
BC153200	100016521	with	55948	Sfn	stratifin
BC152861	100016099	without	24071	Synj2bp	synaptojanin 2 binding protein
BC156306	100061801	without	320558	Sycp2	synaptonemal complex protein 2
BC172654	100069462	with	320558	Sycp2	synaptonemal complex protein 2
BC160355	100064099	with	329324	Syt14	synaptotagmin XIV
BC156838	100062552	with	110058	Syt17	synaptotagmin XVII
BC167233	100068133	with	233335	Synm	"synemin, intermediate filament protein"
BC140210	100014232	without	382206	Ssx9	"synovial sarcoma, X breakpoint 9"
BC146512	100014880	with	382206	Ssx9	"synovial sarcoma, X breakpoint 9"
BC141493	100014698	without	387586	Ssxb5	"synovial sarcoma, X member B, breakpoint 5"
BC148774	100015789	with	387586	Ssxb5	"synovial sarcoma, X member B, breakpoint 5"
BC160286	100063934	with	71096	Sntg1	"syntrophin, gamma 1"
BC165956	100066256	with	380608	Tagap1	T cell activation GTPase activating protein 1
BC156180	100061560	without	226182	Taf5	"TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
BC156277	100061696	without	216965	Taok1	TAO kinase 1
BC172656	100069464	with	216965	Taok1	TAO kinase 1
BC160341	100064085	with	541610	Trcg1	taste receptor cell gene 1
BC148527	100015496	without	83771	Tas1r3	"taste receptor, type 1, member 3"
BC153121	100016422	with	83771	Tas1r3	"taste receptor, type 1, member 3"
BC165964	100066264	with	387339	Tas2r102	"taste receptor, type 2, member 102"
BC152964	100016198	without	387343	Tas2r109	"taste receptor, type 2, member 109"
BC156834	100062504	with	387343	Tas2r109	"taste receptor, type 2, member 109"
BC146402	100015124	without	387344	Tas2r110	"taste receptor, type 2, member 110"
BC140257	100014238	without	387345	Tas2r113	"taste receptor, type 2, member 113"
BC146528	100014966	with	387345	Tas2r113	"taste receptor, type 2, member 113"
BC140277	100014217	without	387346	Tas2r114	"taste receptor, type 2, member 114"
BC146545	100014935	with	387346	Tas2r114	"taste receptor, type 2, member 114"
BC165970	100066270	with	57254	Tas2r119	"taste receptor, type 2, member 119"
BC140291	100014302	without	387348	Tas2r120	"taste receptor, type 2, member 120"
BC146502	100015057	with	387348	Tas2r120	"taste receptor, type 2, member 120"
BC152779	100015969	without	630845	Tas2r122	"taste receptor, type 2, member 122"
BC140256	100014226	without	353167	Tas2r123	"taste receptor, type 2, member 123"
BC141631	100014682	with	353167	Tas2r123	"taste receptor, type 2, member 123"
BC140411	100014476	without	387351	Tas2r124	"taste receptor, type 2, member 124"
BC146491	100015055	with	387351	Tas2r124	"taste receptor, type 2, member 124"
BC156833	100062587	with	387354	Tas2r129	"taste receptor, type 2, member 129"
BC140244	100014260	without	387511	Tas2r134	"taste receptor, type 2, member 134"
BC141623	100014680	with	387511	Tas2r134	"taste receptor, type 2, member 134"
BC140236	100014259	without	353165	Tas2r136	"taste receptor, type 2, member 136"
BC141617	100014679	with	353165	Tas2r136	"taste receptor, type 2, member 136"
BC172684	100069492	with	574417	Tas2r137	"taste receptor, type 2, member 137"
BC140338	100014345	without	353148	Tas2r139	"taste receptor, type 2, member 139"
BC148730	100015793	with	353148	Tas2r139	"taste receptor, type 2, member 139"
BC160236	100063884	with	387514	Tas2r143	"taste receptor, type 2, member 143"
BC140333	100014368	without	387515	Tas2r144	"taste receptor, type 2, member 144"
BC166026	100066326	with	381801	Tatdn2	TatD DNase domain containing 2
BC168400	100068369	with	140810	Ttbk2	tau tubulin kinase 2
BC160248	100063896	with	108995	Tbc1d10c	"TBC1 domain family, member 10c"
BC141557	100014514	without	21384	Tbx15	T-box 15
BC156800	100062569	with	21384	Tbx15	T-box 15
BC156393	100061921	without	21385	Tbx2	T-box 2
BC140331	100014344	without	57246	Tbx20	T-box 20
BC148728	100015828	with	57246	Tbx20	T-box 20
BC160323	100064067	with	245572	Tbx22	T-box 22
BC156121	100062339	without	21389	Tbx6	T-box 6
BC156840	100062576	with	399673	Tdpoz2	TD and POZ domain containing 2
BC146313	100015197	without	21678	Tead3	TEA domain family member 3
BC156574	100062101	with	21678	Tead3	TEA domain family member 3
BC156783	100062231	with	654470	Tctn1	tectonic family member 1
BC172603	100069411	without	319939	Tns3	tensin 3
BC172718	100069526	with	319939	Tns3	tensin 3
BC172695	100069503	with	269536	Tex10	testis expressed gene 10
BC156042	100062364	without	104271	Tex15	testis expressed gene 15
BC148663	100015574	without	83984	Tssk6	testis-specific serine kinase 6
BC156590	100062093	with	83984	Tssk6	testis-specific serine kinase 6
BC167169	100068069	with	22129	Ttc3	tetratricopeptide repeat domain 3
BC165943	100066243	with	65971	Tbata	"thymus, brain and testes associated"
BC160296	100064040	with	22018	Tpo	thyroid peroxidase
BC156638	100062161	with	22032	Traf4	TNF receptor associated factor 4
BC172644	100069452	with	81897	Tlr9	toll-like receptor 9
BC172628	100069436	without	21892	Tll1	tolloid-like
BC172734	100069542	with	21892	Tll1	tolloid-like
BC156379	100062641	without	21969	Top1	topoisomerase (DNA) I
BC172687	100069495	with	21969	Top1	topoisomerase (DNA) I
BC140390	100014402	without	24086	Tlk2	tousled-like kinase 2 (Arabidopsis)
BC160249	100063897	with	209513	Taar4	trace amine-associated receptor 4
BC148624	100015569	without	215855	Taar6	trace amine-associated receptor 6
BC146430	100015104	without	215856	Taar7a	trace amine-associated receptor 7A
BC153037	100016370	with	215856	Taar7a	trace amine-associated receptor 7A
BC156673	100062190	with	209517	Taar7b	trace amine-associated receptor 7B
BC148571	100015466	without	435206	Taar7d	trace amine-associated receptor 7D
BC153148	100016486	with	435206	Taar7d	trace amine-associated receptor 7D
BC141475	100014767	without	215859	Taar8a	trace amine-associated receptor 8A
BC148762	100015763	with	215859	Taar8a	trace amine-associated receptor 8A
BC156885	100062753	with	216131	Trappc10	trafficking protein particle complex 10
BC165998	100066298	with	20683	Sp1	trans-acting transcription factor 1
BC148852	100015850	with	21419	Tfap2b	transcription factor AP-2 beta
BC146412	100015149	without	21419	Tfap2b	transcription factor AP-2 beta
BC160252	100063900	with	226896	Tfap2d	"transcription factor AP-2, delta"
BC156068	100062308	without	332937	Tfap2e	"transcription factor AP-2, epsilon"
BC141541	100014512	without	81004	Tbl1xr1	transducin (beta)-like 1X-linked receptor 1
BC148660	100015633	without	21886	Tle2	"transducin-like enhancer of split 2, homolog of Drosophila E(spl)"
BC156959	100063585	with	21886	Tle2	"transducin-like enhancer of split 2, homolog of Drosophila E(spl)"
BC165993	100066293	with	21888	Tle4	"transducin-like enhancer of split 4, homolog of Drosophila E(spl)"
BC146438	100015105	without	320165	Tacc1	"transforming, acidic coiled-coil containing protein 1"
BC153048	100016372	with	320165	Tacc1	"transforming, acidic coiled-coil containing protein 1"
BC160205	100063853	with	22135	Tgoln2	trans-golgi network protein 2
BC167191	100068091	with	22064	Trpc2	"transient receptor potential cation channel, subfamily C, member 2"
BC167220	100068120	with	17364	Trpm1	"transient receptor potential cation channel, subfamily M, member 1"
BC148644	100015631	without	193034	Trpv1	"transient receptor potential cation channel, subfamily V, member 1"
BC153199	100016604	with	193034	Trpv1	"transient receptor potential cation channel, subfamily V, member 1"
BC141573	100014528	without	237500	Tmtc3	transmembrane and tetratricopeptide repeat containing 3
BC152732	100015962	without	13409	Tmc1	transmembrane channel-like gene family 1
BC148655	100015573	without	192140	Tmc2	transmembrane channel-like gene family 2
BC156587	100062021	with	192140	Tmc2	transmembrane channel-like gene family 2
BC156723	100062258	with	233424	Tmc3	transmembrane channel-like gene family 3
BC156371	100062640	without	353499	Tmc4	transmembrane channel-like gene family 4
BC172651	100069459	with	353499	Tmc4	transmembrane channel-like gene family 4
BC141540	100014500	without	209760	Tmc7	transmembrane channel-like gene family 7
BC168399	100068368	with	432478	Tmprss9	"transmembrane protease, serine 9"
BC167241	100068141	with	270893	Tmem132e	transmembrane protein 132E
BC160326	100064070	with	68027	Tmem178	transmembrane protein 178
BC165977	100066277	with	71325	Tchhl1	trichohyalin-like 1
BC140340	100014369	without	58217	Trem1	triggering receptor expressed on myeloid cells 1
BC148731	100015817	with	58217	Trem1	triggering receptor expressed on myeloid cells 1
BC160362	100064106	with	328833	Treml2	triggering receptor expressed on myeloid cells-like 2
BC165966	100066266	with	94094	Trim34a	tripartite motif-containing 34A
BC148457	100015379	without	381485	Trim55	tripartite motif-containing 55
BC153052	100016361	with	381485	Trim55	tripartite motif-containing 55
BC156343	100061826	without	433766	Trim63	tripartite motif-containing 63
BC167218	100068118	with	93679	Trim8	tripartite motif-containing 8
BC167244	100068144	with	330010	Ttll10	"tubulin tyrosine ligase-like family, member 10"
BC156345	100061850	without	320244	Ttll5	"tubulin tyrosine ligase-like family, member 5"
BC152795	100015971	without	21944	Tnfsf12	"tumor necrosis factor (ligand) superfamily, member 12"
BC148526	100015484	without	22164	Tnfsf4	"tumor necrosis factor (ligand) superfamily, member 4"
BC153120	100016505	with	22164	Tnfsf4	"tumor necrosis factor (ligand) superfamily, member 4"
BC140224	100014210	without	21936	Tnfrsf18	"tumor necrosis factor receptor superfamily, member 18"
BC146517	100014964	with	21936	Tnfrsf18	"tumor necrosis factor receptor superfamily, member 18"
BC141526	100014522	without	79202	Tnfrsf22	"tumor necrosis factor receptor superfamily, member 22"
BC160227	100063875	with	21987	Tpd52l1	tumor protein D52-like 1
BC172674	100069482	with	69136	Tusc1	tumor suppressor candidate 1
BC148472	100015369	without	56844	Tssc4	tumor-suppressing subchromosomal transferable fragment 4
BC153067	100016352	with	56844	Tssc4	tumor-suppressing subchromosomal transferable fragment 4
BC156668	100062130	with	21823	Th	tyrosine hydroxylase
BC140312	100014389	without	328795	Ubash3a	"ubiquitin associated and SH3 domain containing, A"
BC148683	100015661	with	328795	Ubash3a	"ubiquitin associated and SH3 domain containing, A"
BC152899	100016165	without	13532	Usp17l5	ubiquitin specific peptidase 17-like 5
BC146299	100015219	without	57775	Usp29	ubiquitin specific peptidase 29
BC156265	100061718	without	237898	Usp32	ubiquitin specific peptidase 32
BC148745	100015772	with	170822	Usp33	ubiquitin specific peptidase 33
BC146302	100015255	without	170822	Usp33	ubiquitin specific peptidase 33
BC148642	100015607	without	170707	Usp48	ubiquitin specific peptidase 48
BC166012	100066312	with	252870	Usp7	ubiquitin specific peptidase 7
BC172601	100069409	without	107868	Usp9y	"ubiquitin specific peptidase 9, Y chromosome"
BC140444	100014445	without	22202	Ube1y1	"ubiquitin-activating enzyme E1, Chr Y 1"
BC140403	100014475	without	22290	Uty	"ubiquitously transcribed tetratricopeptide repeat gene, Y chromosome"
BC165969	100066269	with	394433	Ugt1a5	"UDP glucuronosyltransferase 1 family, polypeptide A5"
BC172608	100069416	without	54218	B3galt4	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
BC172719	100069527	with	54218	B3galt4	"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4"
BC148440	100015448	without	56336	B4galt5	"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 5"
BC152835	100016072	without	272411	B3gnt6	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)"
BC166023	100066323	with	22249	Unc13b	unc-13 homolog B (C. elegans)
BC172700	100069508	with	217843	Unc79	unc-79 homolog (C. elegans)
BC172682	100069490	with	52020	Umodl1	uromodulin-like 1
BC156199	100061539	without	11352	Abl2	"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)"
BC148567	100015513	without	22344	Vezf1	vascular endothelial zinc finger 1
BC153180	100016577	with	22344	Vezf1	vascular endothelial zinc finger 1
BC156777	100062242	with	22354	Vipr1	vasoactive intestinal peptide receptor 1
BC156355	100061887	without	13869	Erbb4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)
BC152836	100016084	without	327956	Vmo1	vitelline membrane outer layer 1 homolog (chicken)
BC156190	100061609	without	378435	Mafa	"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein A (avian)"
BC140286	100014242	without	113858	Vmn1r10	vomeronasal 1 receptor 10
BC141651	100014687	with	113858	Vmn1r10	vomeronasal 1 receptor 10
BC140278	100014229	without	113862	Vmn1r13	vomeronasal 1 receptor 13
BC146575	100014812	with	113862	Vmn1r13	vomeronasal 1 receptor 13
BC172739	100069547	with	113862	Vmn1r13	vomeronasal 1 receptor 13
BC140345	100014346	without	113864	Vmn1r14	vomeronasal 1 receptor 14
BC141639	100014601	with	113864	Vmn1r14	vomeronasal 1 receptor 14
BC140446	100014469	without	171202	Vmn1r16	vomeronasal 1 receptor 16
BC140447	100014481	without	171189	Vmn1r17	vomeronasal 1 receptor 17
BC156289	100061674	without	232959	Vmn1r178	vomeronasal 1 receptor 178
BC140429	100014431	without	404286	Vmn1r179	vomeronasal 1 receptor 179
BC148381	100015332	without	171255	Vmn1r201	vomeronasal 1 receptor 201
BC153006	100016268	with	171255	Vmn1r201	vomeronasal 1 receptor 201
BC146393	100015111	without	171270	Vmn1r203	vomeronasal 1 receptor 203
BC148814	100015868	with	171270	Vmn1r203	vomeronasal 1 receptor 203
BC152971	100016199	without	632793	Vmn1r204	vomeronasal 1 receptor 204
BC146554	100014963	with	171252	Vmn1r208	vomeronasal 1 receptor 208
BC140450	100014422	without	171252	Vmn1r208	vomeronasal 1 receptor 208
BC141439	100014691	without	171269	Vmn1r210	vomeronasal 1 receptor 210
BC160317	100064061	with	171249	Vmn1r213	vomeronasal 1 receptor 213
BC140384	100014425	without	171272	Vmn1r219	vomeronasal 1 receptor 219
BC148681	100015720	with	171272	Vmn1r219	vomeronasal 1 receptor 219
BC148755	100015762	with	171196	Vmn1r22	vomeronasal 1 receptor 22
BC146329	100015199	without	171196	Vmn1r22	vomeronasal 1 receptor 22
BC148557	100015488	without	171226	Vmn1r228	vomeronasal 1 receptor 228
BC156746	100062214	with	171226	Vmn1r228	vomeronasal 1 receptor 228
BC148753	100015833	with	171197	Vmn1r23	vomeronasal 1 receptor 23
BC146327	100015175	without	171197	Vmn1r23	vomeronasal 1 receptor 23
BC152950	100016220	without	171231	Vmn1r230	vomeronasal 1 receptor 230
BC146391	100015087	without	171230	Vmn1r231	vomeronasal 1 receptor 231
BC148812	100015844	with	171230	Vmn1r231	vomeronasal 1 receptor 231
BC146392	100015099	without	100504631	Vmn1r239-ps	"vomeronasal 1 receptor 239, pseudogene"
BC148813	100015856	with	100504631	Vmn1r239-ps	"vomeronasal 1 receptor 239, pseudogene"
BC146555	100014975	with	171191	Vmn1r24	vomeronasal 1 receptor 24
BC140451	100014434	without	171191	Vmn1r24	vomeronasal 1 receptor 24
BC140262	100014298	without	113865	Vmn1r25	vomeronasal 1 receptor 25
BC141635	100014671	with	113865	Vmn1r25	vomeronasal 1 receptor 25
BC148754	100015750	with	171190	Vmn1r26	vomeronasal 1 receptor 26
BC146328	100015187	without	171190	Vmn1r26	vomeronasal 1 receptor 26
BC141566	100014527	without	171183	Vmn1r37	vomeronasal 1 receptor 37
BC153101	100016430	with	171183	Vmn1r37	vomeronasal 1 receptor 37
BC140250	100014237	without	113855	Vmn1r40	vomeronasal 1 receptor 40
BC141626	100014657	with	113855	Vmn1r40	vomeronasal 1 receptor 40
BC140264	100014227	without	22297	Vmn1r45	vomeronasal 1 receptor 45
BC141636	100014600	with	22297	Vmn1r45	vomeronasal 1 receptor 45
BC140251	100014249	without	113856	Vmn1r46	vomeronasal 1 receptor 46
BC146524	100014894	with	113856	Vmn1r46	vomeronasal 1 receptor 46
BC160222	100063870	with	113846	Vmn1r47	vomeronasal 1 receptor 47
BC140225	100014222	without	113845	Vmn1r48	vomeronasal 1 receptor 48
BC141611	100014642	with	113845	Vmn1r48	vomeronasal 1 receptor 48
BC140231	100014294	without	113849	Vmn1r52	vomeronasal 1 receptor 52
BC141614	100014631	with	113849	Vmn1r52	vomeronasal 1 receptor 52
BC160280	100063928	with	81015	Vmn1r56	vomeronasal 1 receptor 56
BC140354	100014359	without	81014	Vmn1r58	vomeronasal 1 receptor 58
BC156709	100062195	with	404284	Vmn1r59	vomeronasal 1 receptor 59
BC152837	100016096	without	81016	Vmn1r62	vomeronasal 1 receptor 62
BC140258	100014250	without	404285	Vmn1r64	vomeronasal 1 receptor 64
BC141632	100014611	with	404285	Vmn1r64	vomeronasal 1 receptor 64
BC152945	100016160	without	81013	Vmn1r65	vomeronasal 1 receptor 65
BC141482	100014756	without	252904	Vmn1r69	vomeronasal 1 receptor 69
BC148766	100015752	with	252904	Vmn1r69	vomeronasal 1 receptor 69
BC141474	100014755	without	171262	Vmn1r70	vomeronasal 1 receptor 70
BC148761	100015751	with	171262	Vmn1r70	vomeronasal 1 receptor 70
BC152874	100016065	without	171237	Vmn1r73	vomeronasal 1 receptor 73
BC140448	100014493	without	171239	Vmn1r76	vomeronasal 1 receptor 76
BC148705	100015692	with	171239	Vmn1r76	vomeronasal 1 receptor 76
BC146553	100014951	with	171244	Vmn1r81	vomeronasal 1 receptor 81
BC140449	100014410	without	171244	Vmn1r81	vomeronasal 1 receptor 81
BC140453	100014458	without	171267	Vmn1r84	vomeronasal 1 receptor 84
BC152968	100016163	without	404287	V1rd19	"vomeronasal 1 receptor, D19"
BC156622	100062086	with	404287	V1rd19	"vomeronasal 1 receptor, D19"
BC140238	100014283	without	24112	Vmn1r49	"vomeronasal 1, receptor 49"
BC160297	100064041	with	56544	Vmn2r1	"vomeronasal 2, receptor 1"
BC140410	100014464	without	22307	Vmn2r10	"vomeronasal 2, receptor 10"
BC148634	100015606	without	22300	Vmn2r123	"vomeronasal 2, receptor 123"
BC153194	100016520	with	22300	Vmn2r123	"vomeronasal 2, receptor 123"
BC146389	100015158	without	56552	Vmn2r26	"vomeronasal 2, receptor 26"
BC148810	100015903	with	56552	Vmn2r26	"vomeronasal 2, receptor 26"
BC156792	100062520	with	22305	Vmn2r37	"vomeronasal 2, receptor 37"
BC141511	100014520	without	22310	Vmn2r42	"vomeronasal 2, receptor 42"
BC146359	100015179	without	381838	Vmn2r43	"vomeronasal 2, receptor 43"
BC152873	100016053	without	233437	Vmn2r66	"vomeronasal 2, receptor 66"
BC156703	100062206	with	216144	Vmn2r81	"vomeronasal 2, receptor 81"
BC166002	100066302	with	22308	Vmn2r122	"vomeronasal 2, receptor, 122"
BC156321	100061803	without	319210	Vmn2r-ps11	"vomeronasal 2, receptor, pseudogene 11"
BC141458	100014729	without	22327	Vbp1	von Hippel-Lindau binding protein 1
BC148716	100015730	with	22327	Vbp1	von Hippel-Lindau binding protein 1
BC148363	100015270	without	22371	Vwf	Von Willebrand factor homolog
BC140243	100014248	without	58188	Vstm2b	V-set and transmembrane domain containing 2B
BC141622	100014668	with	58188	Vstm2b	V-set and transmembrane domain containing 2B
BC148669	100015646	without	277343	Wfdc8	WAP four-disulfide core domain 8
BC153207	100016547	with	277343	Wfdc8	WAP four-disulfide core domain 8
BC156285	100061709	without	242687	Wasf2	"WAS protein family, member 2"
BC166024	100066324	with	213081	Wdr19	WD repeat domain 19
BC167210	100068110	with	269633	Wdr86	WD repeat domain 86
BC148376	100015355	without	22431	Wt1	Wilms tumor 1 homolog
BC140316	100014342	without	22410	Wnt10b	wingless related MMTV integration site 10b
BC148685	100015697	with	22410	Wnt10b	wingless related MMTV integration site 10b
BC152754	100015989	without	22416	Wnt3a	wingless-related MMTV integration site 3A
BC166000	100066300	with	22376	Was	Wiskott-Aldrich syndrome homolog (human)
BC156160	100062453	without	107823	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
BC156967	100063634	with	107823	Whsc1	Wolf-Hirschhorn syndrome candidate 1 (human)
BC167226	100068126	with	234135	Whsc1l1	Wolf-Hirschhorn syndrome candidate 1-like 1 (human)
BC160346	100064090	with	19775	Xpr1	xenotropic and polytropic retrovirus receptor 1
BC146440	100015129	without	327959	Xaf1	XIAP associated factor 1
BC153050	100016396	with	327959	Xaf1	XIAP associated factor 1
BC165940	100066240	with	22446	Xlr3c	X-linked lymphocyte-regulated 3C
BC152868	100016088	without	72891	Xlr4c	X-linked lymphocyte-regulated 4C
BC156196	100061598	without	233781	Xylt1	xylosyltransferase 1
BC148553	100015535	without	66090	Ypel3	yippee-like 3 (Drosophila)
BC153140	100016496	with	66090	Ypel3	yippee-like 3 (Drosophila)
BC156320	100061791	without	387524	Znrf2	zinc and ring finger 2
BC156404	100061959	without	22184	Zrsr2	"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2"
BC172696	100069504	with	22184	Zrsr2	"zinc finger (CCCH type), RNA binding motif and serine/arginine rich 2"
BC156926	100063566	with	245007	Zbtb38	zinc finger and BTB domain containing 38
BC166021	100066321	with	332221	Zscan10	zinc finger and SCAN domain containing 10
BC167184	100068084	with	20286	Zc3h7b	zinc finger CCCH type containing 7B
BC167208	100068108	with	22643	Zfp101	zinc finger protein 101
BC167172	100068072	with	93681	Zfp192	zinc finger protein 192
BC156680	100062191	with	22768	Zfy2	"zinc finger protein 2, Y linked"
BC167203	100068103	with	22688	Zfp26	zinc finger protein 26
BC146543	100014958	with	236537	Zfp352	zinc finger protein 352
BC140425	100014466	without	236537	Zfp352	zinc finger protein 352
BC156658	100062176	with	234203	Zfp353	zinc finger protein 353
BC167205	100068105	with	333473	Zfp36l3	"zinc finger protein 36, C3H type-like 3"
BC167204	100068104	with	170936	Zfp369	zinc finger protein 369
BC160312	100064056	with	218311	Zfp455	zinc finger protein 455
BC168403	100068372	with	431706	Zfp457	zinc finger protein 457
BC148454	100015426	without	328274	Zfp459	zinc finger protein 459
BC153051	100016408	with	328274	Zfp459	zinc finger protein 459
BC148788	100015791	with	240068	Zfp563	zinc finger protein 563
BC148480	100015382	without	240068	Zfp563	zinc finger protein 563
BC148401	100015311	without	22717	Zfp59	zinc finger protein 59
BC153022	100016295	with	22717	Zfp59	zinc finger protein 59
BC146316	100015233	without	232816	Zfp628	zinc finger protein 628
BC160219	100063867	with	170753	Zfp704	zinc finger protein 704
BC172610	100069418	without	432769	Zfp708	zinc finger protein 708
BC172721	100069529	with	432769	Zfp708	zinc finger protein 708
BC172716	100069524	with	408067	Zfp874b	zinc finger protein 874b
BC156276	100061684	without	109910	Zfp91	zinc finger protein 91
BC168394	100068363	with	109910	Zfp91	zinc finger protein 91
BC146568	100014870	with	22759	Zfp97	zinc finger protein 97
BC146375	100015073	without	22759	Zfp97	zinc finger protein 97
BC141551	100014537	without	22773	Zic3	zinc finger protein of the cerebellum 3
BC160224	100063872	with	22774	Zic4	zinc finger protein of the cerebellum 4
BC148594	100015553	without	22639	Zfa	"zinc finger protein, autosomal"
BC153158	100016525	with	22639	Zfa	"zinc finger protein, autosomal"
BC146423	100015103	without	108672	Zdhhc15	"zinc finger, DHHC domain containing 15"
BC148858	100015863	with	108672	Zdhhc15	"zinc finger, DHHC domain containing 15"
BC167166	100068066	with	503610	Zdhhc18	"zinc finger, DHHC domain containing 18"
BC152943	100016219	without	70605	Zdhhc24	"zinc finger, DHHC domain containing 24"
BC172690	100069498	with	230597	Zfyve9	"zinc finger, FYVE domain containing 9"
BC168391	100068360	with	360216	Zranb1	"zinc finger, RAN-binding domain containing 1"
BC148610	100015555	without	108946	Zzz3	"zinc finger, ZZ domain containing 3"
BC153178	100016517	with	108946	Zzz3	"zinc finger, ZZ domain containing 3"
